,web-scraper-order,web-scraper-start-url,Book_name,price,condition,image-src
0,1543863142-2716,https://www.rulistings.com/Books,"Advanced Accounting, ISBN: 9780134472140 13th edition",50,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/43aeae7a-8ddd-467b-ae2e-43ea94f3c45c_1515528953038thumb.jpg
1,1543863142-2168,https://www.rulistings.com/Books,"Public Health, The Development of a Discipline  1st edition",70,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/11d28a3b-46fb-44bc-9fe5-c142edddb9ce_1515201066889thumb.jpg
2,1543863142-1703,https://www.rulistings.com/Books,New humanities reader 5th edition,40,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/57aa117b-1413-4753-8619-cc1e33a67c6b_1504711024358thumb.jpg
3,1543863142-1434,https://www.rulistings.com/Books,Principles of Supply Chain Management 3rd edition,130,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/2b5813bd-40b4-49f7-960d-18079b1d4c41_1504750363848thumb.jpg
4,1543863142-2200,https://www.rulistings.com/Books,Calculus Sixth Edition Chapters 1-5 6th edition,6,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/40cff89f-9216-448a-9ec4-725b47c38a7c_1530388803274thumb.jpg
5,1543863142-1717,https://www.rulistings.com/Books,Design and Analysis of Experiments 8th edition,58,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/9a33ab12-62fd-48e9-a780-e7d1ef12a2cb_1515185754583thumb.jpg
6,1543863142-2050,https://www.rulistings.com/Books,Macroscale & Microscale Organic Experiments 6th edition,6,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/5059aada-c54d-40bf-b054-17031cf25433_1500073622520thumb.jpg
7,1543863142-1887,https://www.rulistings.com/Books,Statistics for Business and Economics PDF 12th edition,65,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/3351ad42-39bf-49c5-87a3-1359ad412a13_1505133232826thumb.jpg
8,1543863142-1982,https://www.rulistings.com/Books,Business Continuity from Preparedness to Recovery 1st edition,80,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/e7709305-a00e-4b1f-9356-0f27c4b19fff_1503507888949thumb.jpg
9,1543863142-2259,https://www.rulistings.com/Books,Jon Rogawski's Calculus (Multivariable/ Early Transcendentals) 2nd edition,55,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/4c6176c0-47ff-48fe-84ba-b76048a8a751_1516427219659thumb.jpg
10,1543863142-1851,https://www.rulistings.com/Books,Introduction to Management  1st edition,65,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/dd41e889-d387-4f08-9abd-e0ceeda1cab2_1515200825546thumb.jpg
11,1543863142-2328,https://www.rulistings.com/Books,"Meaning and Arugment, An Introduction to Logic Through Language 2nd edition",95,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/9ff8879b-acec-4717-94e3-282d4a8fd88c_1503949491162thumb.jpg
12,1543863142-1734,https://www.rulistings.com/Books,MIS Access 2013 SQL Comprehensive  1st edition,1,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/bd715f23-46c5-48b5-8331-cf6caa9b2906_1504811105851thumb.jpg
13,1543863142-2048,https://www.rulistings.com/Books,Turnaround Challenge: Business and the City of the Future 1st edition,130,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/a00dfdf0-e7fe-413a-be9f-6e256f1859a5_1503850061769thumb.jpg
14,1543863142-2616,https://www.rulistings.com/Books,MIS Access 2013 SQL Comprehensive  1st edition,"1,280",New condition,https://rulistingsprod.blob.core.windows.net/rutgers/e0779fdb-0db4-4cf1-bb87-1bc4f8b48a3f_1527828978820thumb.jpg
15,1543863142-2869,https://www.rulistings.com/Books,Human Ecology 5th edition,"1,280",Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/0fdb43ca-caae-4fe0-bba8-a2bd7e5a34a8_1503614472519thumb.jpg
16,1543863142-1507,https://www.rulistings.com/Books,GMAT Official Guide 2018 2nd edition,75,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/64d5385d-d650-435f-bf69-13b9ec3f488c_1530920099828thumb.jpg
17,1543863142-2213,https://www.rulistings.com/Books,Basic Comp: Points of Departure 3rd edition  (sold) 3rd edition,30,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/0c7f5e32-8505-4c1e-a6f6-955dc1c42d80_1498863471499thumb.jpg
18,1543863142-2325,https://www.rulistings.com/Books,Calculus 1 Solutions Manual 6th edition,150,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/64d5385d-d650-435f-bf69-13b9ec3f488c_1530920099828thumb.jpg
19,1543863142-2311,https://www.rulistings.com/Books,Introduction to Management Science 12th edition,25,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/d50b28f2-58a0-40cd-b585-1d4a69ea3762_1519795225069thumb.jpg
20,1543863142-1443,https://www.rulistings.com/Books,Martin's Physical Pharmacy and Pharmaceutical Sciences  7th edition,60,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/5cb4d97e-d037-43a0-a60c-f36a1b5b4892_1530919942898thumb.jpg
21,1543863142-2671,https://www.rulistings.com/Books,Chemistry Structure and Properties: 2nd Edition 2nd edition,95,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/564848e0-6c9b-461d-8d9e-00f1690b1d2d_1516315010682thumb.jpg
22,1543863142-2602,https://www.rulistings.com/Books,Chemistry: Structure and Properties 1st edition,58,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/b0499d79-e2bc-4c0a-bf76-2a4250f7934c_1528689001943thumb.jpg
23,1543863142-2354,https://www.rulistings.com/Books,Fundamentals if Corporate Finance 11th edition,120,Good condition,
24,1543863142-1860,https://www.rulistings.com/Books,Chemical Principles for Organic Chemistry (Orgo) by Robert S Boikess AND Model Kit 1st edition,35,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/73fe7f56-3f9c-4a07-8cf9-8f0d54bbe5e2_1516138106109thumb.jpg
25,1543863142-1548,https://www.rulistings.com/Books,Business Continuity from Preparedness to Recovery 1st edition,70,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/a44b5e68-12d4-4fcb-b4a7-d580dc048a38_1502029396676thumb.jpg
26,1543863142-2293,https://www.rulistings.com/Books,Basic Statistical Analysis  9th edition,85,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/bc26041a-4eb0-4f4e-9226-368c664c6ea4_1534199359244thumb.jpg
27,1543863142-1752,https://www.rulistings.com/Books,Shapeshifters 1st edition,20,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/6f91107b-d2c5-4785-b0ad-fc81ecf7ea39_1504738098686thumb.jpg
28,1543863142-2206,https://www.rulistings.com/Books,Principles of General Chemistry with Solutions Manual 2nd edition,95,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/4c08c2f6-ea6e-43b5-a90e-2318d27103d7_1513885581215thumb.jpg
29,1543863142-1704,https://www.rulistings.com/Books,Fundamentals of Machine Component Design 5th edition,60,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/ad81066f-2073-40d1-8d42-95312d71099b_1501555350733thumb.jpg
30,1543863142-2599,https://www.rulistings.com/Books,Management Skills 2nd Edition (RED) 2nd edition,25,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/58da0e12-2732-47ff-8ab9-9e89c7c7468a_1530388717410thumb.jpg
31,1543863142-1903,https://www.rulistings.com/Books,Organic Chemistry 1 & 2 Bundle  7th edition,50,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/1757ecc9-2cb5-4e8d-96f3-223cb87c6d92_1505578285964thumb.jpg
32,1543863142-1713,https://www.rulistings.com/Books,Principles of General Chemistry 2nd edition,75,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/8b5191ff-118c-49cd-b13b-b148745cf779_1515815137107thumb.jpg
33,1543863142-2799,https://www.rulistings.com/Books,Design and Analysis of Experiments 8th edition,95,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/8757e06a-84b0-4ce6-9d32-f848d125f3a7_1504829106560thumb.jpg
34,1543863142-2207,https://www.rulistings.com/Books,Communication & human Behavior 6th edition,58,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/5059aada-c54d-40bf-b054-17031cf25433_1500073622520thumb.jpg
35,1543863142-2274,https://www.rulistings.com/Books,Calculus SPECIAL EDITION 6th edition 6th edition,80,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/5738439c-c8cb-4b5c-91f9-53c3e7f3e646_1536763419402thumb.jpg
36,1543863142-1655,https://www.rulistings.com/Books,The Emotional Brain The Mysterious Underpinnings of Emotional Life 1st edition,65,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/35dc476a-2194-499b-a922-f9fb5b2684ad_1505578400809thumb.jpg
37,1543863142-1563,https://www.rulistings.com/Books,Calculus 1 Solutions Manual  6th edition,20,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/11d28a3b-46fb-44bc-9fe5-c142edddb9ce_1515201066889thumb.jpg
38,1543863142-1646,https://www.rulistings.com/Books,Principles of Supply Chain Management 3rd edition,140,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/d5514f65-92ac-4ea6-8ee3-eef8c8520437_1504891084075thumb.jpg
39,1543863142-2360,https://www.rulistings.com/Books,Microeconomics by Krugman and Wells 4th edition,3,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/29ffaaf9-3f7f-4d20-afaf-53cd3a4c3954_1503967573634thumb.jpg
40,1543863142-2234,https://www.rulistings.com/Books,"In the Palm of Your Hand, The Poet's Portable Workshop by Steve Kowit (Creative Writing) 1st edition",55,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/9058f0da-dafc-4fb6-a4aa-664b7fa72f7d_1504986026564thumb.jpg
41,1543863142-1552,https://www.rulistings.com/Books,Management Skills Fall 2016 2nd edition,115,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/49ea8b69-70e8-46c5-839e-b17d51176b91_1516289157402thumb.jpg
42,1543863142-2157,https://www.rulistings.com/Books,Management skills 2nd edition 2nd edition,5,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/e5a2f4a9-ab95-4fba-9803-0542c7313745_1528688575871thumb.jpg
43,1543863142-2726,https://www.rulistings.com/Books,"The Art, Science, and Technology of Pharmaceutical Compounding 5th edition",140,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/fe899754-dc31-4281-bcc9-774727e41f43_1515185862363thumb.jpg
44,1543863142-2737,https://www.rulistings.com/Books,The Classic Fairy Tales 1st edition,30,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/9382e431-6e99-4dff-adb4-76aca0211055_1514144126365thumb.jpg
45,1543863142-2121,https://www.rulistings.com/Books,GMAT Official Guide 2018 2nd edition,30,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/a11ec6b7-f9c8-4040-89b7-9ab95a8d9cbd_1515985623177thumb.jpg
46,1543863142-2271,https://www.rulistings.com/Books,Chemistry Structure and Properties by Tro 1st edition,58,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/d58307c2-048b-411d-99f6-03ebad9c82f7_1535730715424thumb.jpg
47,1543863142-2666,https://www.rulistings.com/Books,GMAT Official Guide 2018 2nd edition,15,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/a3a3bf02-60be-470b-a998-6d99c3138bf5_1516391977156thumb.jpg
48,1543863142-2222,https://www.rulistings.com/Books,Introduction to programming in Python 1st edition,130,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/b2d94ce2-5ef1-4271-a312-7762db28b207_1516850920538thumb.jpg
49,1543863142-2766,https://www.rulistings.com/Books,Probability and Measure 3rd edition,115,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/1409e2ec-0641-4fbe-af61-24b423a62fe9_1505578807824thumb.jpg
50,1543863142-1633,https://www.rulistings.com/Books,Organic Chemistry 7th edition,120,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/b18a29b6-fefb-4f20-bb7b-2817d3bda9f1_1536518279623thumb.jpg
51,1543863142-2074,https://www.rulistings.com/Books,Organic Chemistry: Student Study Guide and Solutions Manual 7th edition,80,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/38aa2801-0c85-4ff9-8fc4-a0540e29e78c_1516049759572thumb.jpg
52,1543863142-2585,https://www.rulistings.com/Books,Silberberg Principles of General Chemistry 2nd edition,25,New condition,https://www.rulistings.com/Content/PlaceholderIcons/book_placeholder.png
53,1543863142-2182,https://www.rulistings.com/Books,"Meaning and Arugment, An Introduction to Logic Through Language 2nd edition",75,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/e4a4b932-0118-48e1-b3c2-55dc9a62091c_1504855284271thumb.jpg
54,1543863142-2527,https://www.rulistings.com/Books,Organic Chemistry w/ Soln Manual 7th edition,115,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/985c3484-bf83-4e5f-8997-889b702305c8_1530389250444thumb.jpg
55,1543863142-1818,https://www.rulistings.com/Books,Statistics for the Behavioral Sciences - Frederick J. Gravetter  9th edition,25,Very Good condition,
56,1543863142-1807,https://www.rulistings.com/Books,Purchasing and Supply Management 14th edition,115,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/9571daa5-ab6c-4123-89b9-7d93fb59ce65_1514525877045thumb.jpg
57,1543863142-2631,https://www.rulistings.com/Books,[SOLD] Management Skills - Required Book for Class 2nd edition,58,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/fa37ea83-7929-41bc-b325-7f7d02953626_1524783124959thumb.jpg
58,1543863142-2447,https://www.rulistings.com/Books,Points of Departure 3rd edition,25,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/f2f99aec-84d9-4295-af19-69539d44992c_1535857203780thumb.jpg
59,1543863142-2158,https://www.rulistings.com/Books,Campbell Biology (Rutgers Edition) 10th edition,70,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/5e39acd0-3792-4121-83a2-f80428a7e1d1_1504721156066thumb.jpg
60,1543863142-2475,https://www.rulistings.com/Books,early transcendence 3rd edition 3rd edition,70,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/1757ecc9-2cb5-4e8d-96f3-223cb87c6d92_1505578285964thumb.jpg
61,1543863142-2302,https://www.rulistings.com/Books,PARKIN Microeconomics 11th edition,58,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/af2e9c63-6cd9-450c-ac7c-76c704fde212_1527829887510thumb.jpg
62,1543863142-1907,https://www.rulistings.com/Books,Calculus Special Edition Sixth Edition Chapters 1-5  6th edition,130,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/ef12c180-5aed-4fb9-9b9f-0c48ee9f4a2e_1504409121491thumb.jpg
63,1543863142-2007,https://www.rulistings.com/Books,Medical Sociology 12th edition,25,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/f2fd37dc-9f91-4099-8faa-72712d11b9b4_1515780875394thumb.jpg
64,1543863142-2636,https://www.rulistings.com/Books,Intermediate Accounting 1st edition,60,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/db96ed86-3458-49d0-b452-85deae2d15c4_1517972357151thumb.jpg
65,1543863142-2480,https://www.rulistings.com/Books,Calculus Special Edition Chapters 1-5 Sixth Edition (Calculus 135 Textbook) 6th edition,45,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/bd384ad4-179c-41da-8b66-b7b8ff3f1936_1499574660482thumb.jpg
66,1543863142-1681,https://www.rulistings.com/Books,Fluency Comp Apps for business EBOOK 6th edition,5,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/e12982fa-f120-480c-b4a4-26b96030cebf_1534694727563thumb.jpg
67,1543863142-1688,https://www.rulistings.com/Books,The Pocket Wadsworth Handbook 6th edition,1,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/4173a3a9-838a-4817-bd25-fc115cc24376_1530389584249thumb.jpg
68,1543863142-2373,https://www.rulistings.com/Books,New humanities reader 5th edition,120,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/4dc7e85e-66a8-4ea6-b1eb-76fc2c3373a2_1504113440236thumb.jpg
69,1543863142-1868,https://www.rulistings.com/Books,Chemical Principles for Organic Chemistry (Orgo) by Robert S Boikess AND Model Kit 1st edition,95,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/f07a617e-a0e0-4767-aca8-13c0a4f0670b_1506466468755thumb.jpg
70,1543863142-2139,https://www.rulistings.com/Books,Calculus Early Transcendents 3rd edition,55,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/556f3ee5-ef6f-4177-b05f-de1ef3eb2015_1505243501106thumb.jpg
71,1543863142-2374,https://www.rulistings.com/Books,Reproductive Politics: What everyone needs to know 1st edition,115,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/536762e7-23ff-4e0a-9878-ad443b09d6c3_1536433930969thumb.jpg
72,1543863142-2301,https://www.rulistings.com/Books,Points of Departure and Precalculus  3rd edition,15,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/d0f4433f-4e16-408f-b3de-1b00dcd135bd_1499397731462thumb.jpg
73,1543863142-2872,https://www.rulistings.com/Books,Organic Chemistry 1 & 2 7th edition,65,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/a49b4712-c858-43b9-a509-f39ceaceb496_1503532982043thumb.jpg
74,1543863142-1519,https://www.rulistings.com/Books,15 total Hirigana Times Issues 2015-2017  1st edition,40,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/0c7f5e32-8505-4c1e-a6f6-955dc1c42d80_1498863471499thumb.jpg
75,1543863142-2474,https://www.rulistings.com/Books,Social Problems 2nd edition,5,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/8f27dfc8-fdcf-4f4a-a3c4-1e6d64a343d7_1506398804255thumb.jpg
76,1543863142-2891,https://www.rulistings.com/Books,"Avanzando: Gramatica espanola y lectura, ISBN: 9781118280232 7th edition",45,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/a8c0a5a9-db42-4eb3-9f34-254468fcf166_1501178621159thumb.jpg
77,1543863142-2898,https://www.rulistings.com/Books,Benson's Microbiological Applications: Lab Manual 12th edition,6,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/bd384ad4-179c-41da-8b66-b7b8ff3f1936_1499574660482thumb.jpg
78,1543863142-1650,https://www.rulistings.com/Books,"The Gender, Culture, and Power Reader 1st edition",1,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/81b64d08-a479-43b6-b835-6e804b41b3c2_1502142849985thumb.jpg
79,1543863142-2644,https://www.rulistings.com/Books,Business Continuity from Preparedness to Recovery 1st edition,115,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/d4efd19f-3fa2-4837-9a1d-a4784e13c4fe_1517267744345thumb.jpg
80,1543863142-2800,https://www.rulistings.com/Books,Antifa: the Anti-Fascist handbook 1st edition,55,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/05f99bcf-8fdc-420a-9889-be28162fc014_1504811175579thumb.jpg
81,1543863142-1906,https://www.rulistings.com/Books,Chemistry laboratory Notebook  1st edition,65,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/800abdd5-0db5-4c2f-b52b-11f2772ccbb3_1516392429854thumb.jpg
82,1543863142-2687,https://www.rulistings.com/Books,Biochemistry The Molecular Basis of Life by Trudy McKee & James R. McKee 5th edition,60,Very Good condition,https://www.rulistings.com/Content/PlaceholderIcons/book_placeholder.png
83,1543863142-2361,https://www.rulistings.com/Books,Basic Statistical Analysis (Quantitative Methods for Psychology) 9th edition,65,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/d2c011b1-9bdb-47fc-a0c0-a73ba00061a5_1530388513665thumb.jpg
84,1543863142-2386,https://www.rulistings.com/Books,Microsoft Office Excel 2013  1st edition,60,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/378c45f9-af83-47ad-958e-0e52bdabef12_1504286329125thumb.jpg
85,1543863142-1647,https://www.rulistings.com/Books,Statistics for business and economics 12th edition,55,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/f19e5846-e0d4-4819-8ecc-42adb9c74592_1518755680852thumb.jpg
86,1543863142-2606,https://www.rulistings.com/Books,Points of Departure  3rd edition,37,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/3b391bf6-720d-476f-9718-78e1b0368748_1528550618929thumb.jpg
87,1543863142-2832,https://www.rulistings.com/Books,Calculus 1 Chapters 1-5  6th edition,150,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/99cc4a6d-f632-4e2d-b449-f737015685f0_1504389638040thumb.jpg
88,1543863142-2024,https://www.rulistings.com/Books,*LIKE NEW Calculus 6th Edition Ch 1-5 for Calc 135 6th edition,100,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/22ea4e02-9de5-4cdc-9ea0-9eca736ca771_1504811025043thumb.jpg
89,1543863142-2890,https://www.rulistings.com/Books,Questions that Matter: An Invitation to Philosophy  6th edition,75,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/6035d521-4dc9-41fc-913f-fd90ca5605cf_1501179133186thumb.jpg
90,1543863142-1770,https://www.rulistings.com/Books,Several cycling books 1st edition,115,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/422bd2ba-0f29-43ae-aa71-00cd8443afae_1517268204110thumb.jpg
91,1543863142-1502,https://www.rulistings.com/Books,Calculus: Special Edition: Chapters 1-5 6th edition,45,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/00551edb-9902-4a86-9b09-27f5fbc3b1d5_1515454137507thumb.jpg
92,1543863142-1515,https://www.rulistings.com/Books,"Princeton Review MCAT books (Physics and Math, Organic Chemistry) 20th edition",90,Like New condition,https://www.rulistings.com/Content/PlaceholderIcons/book_placeholder.png
93,1543863142-1875,https://www.rulistings.com/Books,Calculus Early Transcendentals  2nd edition,"1,280",Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/d7931e81-5055-4839-8138-065452a4d7bf_1504666537234thumb.jpg
94,1543863142-1798,https://www.rulistings.com/Books,New Humanities Reader 5th edition,115,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/eafad87d-4632-41c9-990b-e65fff260318_1501897233299thumb.jpg
95,1543863142-1743,https://www.rulistings.com/Books,Introduction to Econometrics 3rd edition,6,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/08a3e0bc-b0f8-44fb-a6d0-3f1e307defee_1516756606869thumb.jpg
96,1543863142-2570,https://www.rulistings.com/Books,Biochemistry Student Companion (8th Edition) 8th edition,25,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/f2f99aec-84d9-4295-af19-69539d44992c_1535857203780thumb.jpg
97,1543863142-1420,https://www.rulistings.com/Books,Structure Analysis by R. C. Hibberler 9th edition,100,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/82e97293-b144-4736-9389-f3873c4bbf0a_1505880724756thumb.jpg
98,1543863142-1480,https://www.rulistings.com/Books,"Avanzando: Gramatica espanola y lectura, ISBN: 9781118280232 7th edition",10,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/9e1a885d-1441-4752-b3e5-7b23ea0f9009_1516252900193thumb.jpg
99,1543863142-2486,https://www.rulistings.com/Books,Introduction to Management; Rutgers Buisness School; New Brunswick Edition 10th edition,120,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/7324cbfb-a08c-4a17-b8a3-4fd623942ba8_1503690813307thumb.jpg
100,1543863142-2612,https://www.rulistings.com/Books,Several books 1st edition,130,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/8194a794-beb8-4741-bd1e-b7cf1f17e4e9_1527829520215thumb.jpg
101,1543863142-2316,https://www.rulistings.com/Books,Lab notebook 1st edition,"1,280",Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/b4640e97-94ba-40fb-bce2-591534001599_1506296340217thumb.jpg
102,1543863142-1918,https://www.rulistings.com/Books,Management skills 2nd edition,100,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/5956601e-5b4f-4e10-a791-3d62acd71019_1536122339895thumb.jpg
103,1543863142-1615,https://www.rulistings.com/Books,Psychology by Ciccarelli 1st edition,130,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/d18ff763-260c-4a35-92db-101db2c51f62_1515454264476thumb.jpg
104,1543863142-2391,https://www.rulistings.com/Books,The State of Democratic Theory 1st edition,10,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/85b23d1b-5a40-4016-ad24-3128c798cba5_1517079890392thumb.jpg
105,1543863142-1602,https://www.rulistings.com/Books,Corporate Governance  5th edition,115,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/40cff89f-9216-448a-9ec4-725b47c38a7c_1530388803274thumb.jpg
106,1543863142-2629,https://www.rulistings.com/Books,Critical Thinking: An Introduction 2nd edition,3,Like New condition,https://www.rulistings.com/Content/PlaceholderIcons/book_placeholder.png
107,1543863142-1589,https://www.rulistings.com/Books,Organic Chemistry Seventh Edition 7th edition,130,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/bf40e27d-fbc5-438f-8355-4fd40c0eab62_1516043740007thumb.jpg
108,1543863142-2711,https://www.rulistings.com/Books,Organic Chemistry Seventh Edition 7th edition,50,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/3e388a7c-f27e-4df2-9472-ea74b51d5125_1515814641667thumb.jpg
109,1543863142-2779,https://www.rulistings.com/Books,"Fluid Dynamics: Theory, Computation, and Numerical Simulation 2nd edition",70,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/ee31917b-288c-464e-8086-8b8be1deebb4_1505095812969thumb.jpg
110,1543863142-1945,https://www.rulistings.com/Books,Chemistry: Structure and Properties Rutgers Edition 1st edition,65,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/dd5ce39a-de56-4eb1-85bc-d94b90bb3e68_1535089412341thumb.jpg
111,1543863142-2564,https://www.rulistings.com/Books,Intro to Management 1st edition,15,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/cb089576-568f-47f9-a032-e0ce7bb4cecb_1536108898740thumb.jpg
112,1543863142-1777,https://www.rulistings.com/Books,"Organic Chemistry by Jonathan Clayden, Nick Greeves, and Stuart Warren  2nd edition",45,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/b382ed0e-b426-4d90-8db3-d698a8031a15_1516291370022thumb.jpg
113,1543863142-2081,https://www.rulistings.com/Books,Predicting Politics 1st edition,5,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/9af77f9f-ce4a-41c7-8753-7e3d0f5cd899_1536109396448thumb.jpg
114,1543863142-2719,https://www.rulistings.com/Books,Microsoft Office Excel 2013 Complete: in Practice 1st edition,75,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/d2f8cd44-fea6-43bb-8824-5b18c61bbdf8_1515453925966thumb.jpg
115,1543863142-2695,https://www.rulistings.com/Books,Chemistry - Structure and Properties 1st edition,60,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/b1168863-af6d-48ea-a651-a3bf3ea7b7ab_1516137992330thumb.jpg
116,1543863142-1826,https://www.rulistings.com/Books,"Advanced Accounting, ISBN: 9780134472140 13th edition",25,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/d3d05025-b113-4fde-b76e-19ca847407fa_1536109243580thumb.jpg
117,1543863142-2375,https://www.rulistings.com/Books,Abstract Algebra 3rd edition,40,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/7a611845-1d20-424e-8fb3-b7b7d58f3550_1516385526547thumb.jpg
