,web-scraper-order,web-scraper-start-url,Book_name,price,condition,image-src
331,1543863142-2089,https://www.rulistings.com/Books,Introduction to programming in Python 1st edition,150,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/c63e9739-25ff-4bff-97c1-514d2d4811f4_1516204605647thumb.jpg
332,1543863142-2752,https://www.rulistings.com/Books,PARKIN Microeconomics 11th edition,120,Acceptable condition,https://www.rulistings.com/Content/PlaceholderIcons/book_placeholder.png
333,1543863142-1852,https://www.rulistings.com/Books,Intermediate Accounting 1st edition,37,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/ee31917b-288c-464e-8086-8b8be1deebb4_1505095812969thumb.jpg
334,1543863142-2640,https://www.rulistings.com/Books,Calculus SPECIAL EDITION 6th edition 6th edition,25,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/0866a6f5-26e3-4311-925e-916c79b0d9c3_1517433878344thumb.jpg
335,1543863142-2532,https://www.rulistings.com/Books,Beautiful Boy and TWEAK 1st edition,40,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/583f3da1-00de-4501-88e7-9deb669703c6_1516046443649thumb.jpg
336,1543863142-2144,https://www.rulistings.com/Books,Introduction to Econometrics 3rd edition,75,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/a6197eba-d01f-4952-ad44-1e038914b27e_1516560474876thumb.jpg
337,1543863142-1753,https://www.rulistings.com/Books,Intro to Management Book 1st edition,25,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/2a98e795-b2b7-46aa-8d7c-7c8031049a98_1516509851902thumb.jpg
338,1543863142-2657,https://www.rulistings.com/Books,Benson's Microbiological Applications 12th edition,140,Like New condition,https://www.rulistings.com/Content/PlaceholderIcons/book_placeholder.png
339,1543863142-2465,https://www.rulistings.com/Books,Physics technology update vol 1 4th edition,5,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/1409e2ec-0641-4fbe-af61-24b423a62fe9_1505578807824thumb.jpg
340,1543863142-2019,https://www.rulistings.com/Books,Practice Problems Workbook for Engineering Mechanics Statics 14th edition,115,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/0a67ed61-ce88-42d9-a905-69d735702859_1536433772869thumb.jpg
341,1543863142-1838,https://www.rulistings.com/Books,Basic Comp: Points of Departure 3rd edition  (sold) 3rd edition,30,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/0be5b34d-97ab-46d3-a25f-b8b85496c343_1502981517733thumb.jpg
342,1543863142-2874,https://www.rulistings.com/Books,Chemisty Structure and Properties 1st edition,120,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/3b9fa3c3-8da7-48c5-9e56-1edede149f93_1503429336837thumb.jpg
343,1543863142-2303,https://www.rulistings.com/Books,Management Skills 2nd edition 2nd edition,10,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/05d695d1-4bf0-4f10-9535-5f5252722623_1504564490879thumb.jpg
344,1543863142-2626,https://www.rulistings.com/Books,Chemistry Structure and Properties (Tro) 1st edition,10,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/92f2c484-786e-413d-add5-a46eb58ca3cf_1525794673550thumb.jpg
345,1543863142-2805,https://www.rulistings.com/Books,Basic Comp: Points of Departure 3rd edition,140,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/3351ad42-39bf-49c5-87a3-1359ad412a13_1505133232826thumb.jpg
346,1543863142-1893,https://www.rulistings.com/Books,Introduction to Management 1st edition,50,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/ad81066f-2073-40d1-8d42-95312d71099b_1501555350733thumb.jpg
347,1543863142-2701,https://www.rulistings.com/Books,Microsoft Office Excel 2013 Complete: in Practice 1st edition,5,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/23e29675-d774-451c-a148-7e735319f241_1516071268456thumb.jpg
348,1543863142-2683,https://www.rulistings.com/Books,Points of Departure 3rd edition,70,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/49ea8b69-70e8-46c5-839e-b17d51176b91_1516289157402thumb.jpg
349,1543863142-2840,https://www.rulistings.com/Books,points of departure + keys for writing 3rd edition,25,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/378c45f9-af83-47ad-958e-0e52bdabef12_1504286329125thumb.jpg
350,1543863142-1426,https://www.rulistings.com/Books,The Pocket Wadsworth Handbook 6th edition,150,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/00858f03-9de7-436a-be42-620f4011321d_1503690644823thumb.jpg
351,1543863142-1667,https://www.rulistings.com/Books,Calculus 1 Chapters 1-5  6th edition,90,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/c426d320-69b4-4a86-8846-51a40b98e49b_1516385788695thumb.jpg
352,1543863142-2723,https://www.rulistings.com/Books,Language Files: Materials for an Introduction to Language and Linguistics  11th edition,90,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/e222dc2e-f781-4429-a227-a8c16bc3c48e_1515200915953thumb.jpg
353,1543863142-2038,https://www.rulistings.com/Books,Genetics: A Conceptual Approach 5th edition,45,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/2a98e795-b2b7-46aa-8d7c-7c8031049a98_1516509851902thumb.jpg
354,1543863142-1808,https://www.rulistings.com/Books,"Calculus by Jon Rogawski (151, 152, 251) 2nd edition",25,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/9553d1fc-bac6-4aac-b184-5f52d563d920_1516252766414thumb.jpg
355,1543863142-2057,https://www.rulistings.com/Books,Elementary Differential Equations by Boyce 10th edition,6,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/7c41924a-66f8-4db8-a41c-2467aeeb0ce7_1524783291422thumb.jpg
356,1543863142-1996,https://www.rulistings.com/Books,Fluency Comp Apps for business EBOOK 6th edition,140,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/a10748ed-bf53-4eda-9e38-99b568814d36_1515201399081thumb.jpg
357,1543863142-2793,https://www.rulistings.com/Books,"Introduction to Management, Rutgers Custom Edition 1st edition",40,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/325d78b6-173c-4807-aa36-4fe5348b025b_1504885143386thumb.jpg
358,1543863142-2036,https://www.rulistings.com/Books,Media and culture 10th edition,3,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/2a98e795-b2b7-46aa-8d7c-7c8031049a98_1516509851902thumb.jpg
359,1543863142-2242,https://www.rulistings.com/Books,Introduction to Econometrics 3rd edition,95,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/5ba2513e-92c7-4d57-a86f-cb47ba6d445a_1516393007013thumb.jpg
360,1543863142-2382,https://www.rulistings.com/Books,Introduction to Management 1st edition,15,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/61b0f4c7-e9a7-4e1a-9963-b7b909c446de_1503533481361thumb.jpg
361,1543863142-2245,https://www.rulistings.com/Books,MIS Access 2013 SQL Comprehensive  1st edition,5,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/d2c011b1-9bdb-47fc-a0c0-a73ba00061a5_1530388513665thumb.jpg
362,1543863142-1596,https://www.rulistings.com/Books,Reproductive Politics: What everyone needs to know 1st edition,120,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/325d78b6-173c-4807-aa36-4fe5348b025b_1504885143386thumb.jpg
363,1543863142-2428,https://www.rulistings.com/Books,Exploring Psychology in Modules 10th edition,6,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/fd42c897-74dd-4234-a9a0-853d755b634b_1504629968640thumb.jpg
364,1543863142-2469,https://www.rulistings.com/Books,points of departure + keys for writing 3rd edition,6,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/38aa2801-0c85-4ff9-8fc4-a0540e29e78c_1516049759572thumb.jpg
365,1543863142-2049,https://www.rulistings.com/Books,Campbell Biology (Rutgers Edition) 10th edition,60,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/f2fd37dc-9f91-4099-8faa-72712d11b9b4_1515780875394thumb.jpg
366,1543863142-2406,https://www.rulistings.com/Books,New Humanities Reader & Keys for Writers 5th edition,120,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/2e8d37c9-e1ce-4db7-b08a-a08b5e9eda0b_1535072889527thumb.jpg
367,1543863142-1936,https://www.rulistings.com/Books,Intro to Management Book 1st edition,15,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/b18a29b6-fefb-4f20-bb7b-2817d3bda9f1_1536518279623thumb.jpg
368,1543863142-2342,https://www.rulistings.com/Books,Real College Essays That Work 1st edition,5,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/6f179b41-729f-4a35-970d-b9f33b29f497_1504564600443thumb.jpg
369,1543863142-2063,https://www.rulistings.com/Books,"Avanzando: Gramatica espanola y lectura, ISBN: 9781118280232 7th edition",20,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/6c7c996b-255c-4dc3-bc1f-94da78b6e564_1528688226663thumb.jpg
370,1543863142-2221,https://www.rulistings.com/Books,"Animal Feeds, Feeding and Nutrition, and Ration Evaluation with CD-Rom 1st edition",15,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/e46052f1-f30f-435a-bb02-d94e9045481e_1513884552864thumb.jpg
371,1543863142-1574,https://www.rulistings.com/Books,Essentials of Oceanography 10th edition 10th edition,95,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/64d5385d-d650-435f-bf69-13b9ec3f488c_1530920099828thumb.jpg
372,1543863142-2150,https://www.rulistings.com/Books,Microsoft Office Excel 2013  1st edition,65,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/a8c0a5a9-db42-4eb3-9f34-254468fcf166_1501178621159thumb.jpg
373,1543863142-1844,https://www.rulistings.com/Books,Practice Problems Workbook for Engineering Mechanics Statics 14th edition,150,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/990a04b9-33c4-409f-b79b-0aca9e9537db_1516314879634thumb.jpg
374,1543863142-2054,https://www.rulistings.com/Books,"Forensic Science 2nd edition From the Crime Scene to the Crime Lab 2nd edition,  Microsoft Office Excel 2013 Complete: in Practice 1st edition,  Business Ethics Decision Making for Personal Integrity & Social Responsibility 3rd Edition 3rd edition 3rd edition",60,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/f9e3fc4e-777c-448f-9f97-d8ddaa41fcbc_1525631227694thumb.jpg
375,1543863142-1694,https://www.rulistings.com/Books,Integrated Korean Workbook Beginning 1 2nd edition,60,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/e46052f1-f30f-435a-bb02-d94e9045481e_1513884552864thumb.jpg
376,1543863142-1506,https://www.rulistings.com/Books,Organic Chemistry w/ Soln Manual 7th edition,50,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/fe899754-dc31-4281-bcc9-774727e41f43_1515185862363thumb.jpg
377,1543863142-1848,https://www.rulistings.com/Books,Calculus Early Transcendents 3rd edition,50,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/f61db5c2-3070-4e74-8131-4e0dd408d2b2_1513753820781thumb.jpg
378,1543863142-1926,https://www.rulistings.com/Books,Doing Philosophy 4th edition,3,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/a10748ed-bf53-4eda-9e38-99b568814d36_1515201399081thumb.jpg
379,1543863142-2449,https://www.rulistings.com/Books,Organic Chemistry Textbook 7th edition,60,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/ed612d62-b096-42a7-9ee6-273104ba191f_1516680148215thumb.jpg
380,1543863142-1944,https://www.rulistings.com/Books,"Organic Chemistry by Jonathan Clayden, Nick Greeves, and Stuart Warren  2nd edition",5,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/00551edb-9902-4a86-9b09-27f5fbc3b1d5_1515454137507thumb.jpg
381,1543863142-1545,https://www.rulistings.com/Books,Sensation and Perception 5th edition,35,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/19a7c806-84cf-4cab-83be-e4d564be7c09_1505325049152thumb.jpg
382,1543863142-1474,https://www.rulistings.com/Books,Organic Chemistry 1 Workbook 1st edition,15,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/b0499d79-e2bc-4c0a-bf76-2a4250f7934c_1528689001943thumb.jpg
383,1543863142-2433,https://www.rulistings.com/Books,Econometrics with S.Lee Notes 1st edition,40,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/1220c914-bc98-4dd9-943e-b9d20d5933d4_1530920029082thumb.jpg
384,1543863142-1658,https://www.rulistings.com/Books,Social Psychology 12th Edition  12th edition,"1,280",Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/6380ea6b-6a71-4917-9152-0e4f1657cc58_1505064532528thumb.jpg
385,1543863142-2733,https://www.rulistings.com/Books,Business Ethics Decision Making for Personal Integrity & Social Responsibility 3rd Edition 3rd edition,85,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/e86fa2d4-64e9-47ee-9d71-bec2aa3a01a0_1514407143644thumb.jpg
386,1543863142-2148,https://www.rulistings.com/Books,Keys For Writers - With Assignment Guides 7 7th edition,45,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/9c6324a9-948f-49c2-97c7-252dc146bb7f_1514751724611thumb.jpg
387,1543863142-1773,https://www.rulistings.com/Books,Abstract Algebra 3rd edition,80,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/6f179b41-729f-4a35-970d-b9f33b29f497_1504564600443thumb.jpg
388,1543863142-2731,https://www.rulistings.com/Books,"The Gender, Culture, and Power Reader 1st edition",100,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/9c6324a9-948f-49c2-97c7-252dc146bb7f_1514751724611thumb.jpg
389,1543863142-2664,https://www.rulistings.com/Books,Fluency with Information Technology 6th edition,6,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/5ba2513e-92c7-4d57-a86f-cb47ba6d445a_1516393007013thumb.jpg
390,1543863142-2689,https://www.rulistings.com/Books,Organic Chemistry: Student Study Guide and Solutions Manual 7th edition,6,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/574153c1-bed3-4b28-bd78-1d2a66034f0f_1516212044545thumb.jpg
391,1543863142-2273,https://www.rulistings.com/Books,Algebra 1st edition,1,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/d9d7cbbb-f886-4227-b9ae-ebf24355cbda_1530751487111thumb.jpg
392,1543863142-1869,https://www.rulistings.com/Books,Networked: The New Social Operating System (MIT Press) 1st edition,115,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/ce92bd01-167e-4d48-984f-0d2fc666dd1e_1537043310377thumb.jpg
393,1543863142-1707,https://www.rulistings.com/Books,Lab notebook 1st edition,95,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/2b5813bd-40b4-49f7-960d-18079b1d4c41_1504750363848thumb.jpg
394,1543863142-1475,https://www.rulistings.com/Books,Organic Chemistry Student Study Guide & Solution Manual 8th edition,55,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/a6487915-709e-41b7-b515-bd78ebf221f9_1516304359327thumb.jpg
395,1543863142-1794,https://www.rulistings.com/Books,Integrated Korean Workbook Beginning 1 2nd edition,140,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/434a4a0b-f26e-466b-8d31-a16d29285e4c_1517442150258thumb.jpg
396,1543863142-1854,https://www.rulistings.com/Books,Essentials of International Economics 3rd edition,30,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/564848e0-6c9b-461d-8d9e-00f1690b1d2d_1516315010682thumb.jpg
397,1543863142-1540,https://www.rulistings.com/Books,Interpersonal Communication: Putting Theory Into Practice 1st edition,140,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/a0bcd07d-ac69-42f4-977e-374f31e5dedd_1501177730582thumb.jpg
398,1543863142-1897,https://www.rulistings.com/Books,Business Law 9th edition,75,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/05f58a5f-e2be-42d7-906a-cdda1e1951d1_1534694881334thumb.jpg
399,1543863142-2416,https://www.rulistings.com/Books,Macroscale and microscale experiments - Organic Chemistry Lab 311 6th edition w/ online access 6th edition,140,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/6f91107b-d2c5-4785-b0ad-fc81ecf7ea39_1504738098686thumb.jpg
400,1543863142-2010,https://www.rulistings.com/Books,Physics technology update vol 1 4th edition,50,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/e12982fa-f120-480c-b4a4-26b96030cebf_1534694727563thumb.jpg
401,1543863142-2364,https://www.rulistings.com/Books,Chemistry Structure and Properties by Tro 1st edition,65,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/9dc5b380-d7c0-4102-bff0-00e5eefb79b4_1516137815496thumb.jpg
402,1543863142-2468,https://www.rulistings.com/Books,Fluency with Information Technology 6th edition,40,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/1da30b80-ef4e-404d-96f6-621be042af0b_1530389141822thumb.jpg
403,1543863142-2807,https://www.rulistings.com/Books,Calculus 1 Solutions Manual 6th edition,90,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/467743d1-90fc-4942-9c7a-3fec6b42e9f1_1504796671709thumb.jpg
404,1543863142-2215,https://www.rulistings.com/Books,Organic Chemistry Set 7th edition,55,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/584d830c-c642-4838-a995-ec95d1cee7e8_1506296632056thumb.jpg
405,1543863142-2901,https://www.rulistings.com/Books,Econometrics with S.Lee Notes 1st edition,35,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/0c7f5e32-8505-4c1e-a6f6-955dc1c42d80_1498863471499thumb.jpg
406,1543863142-1710,https://www.rulistings.com/Books,Chemistry: Structure and Properties 1st edition,115,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/4440c7b3-9101-4ccb-a832-017fec25fc8e_1517972174225thumb.jpg
407,1543863142-2568,https://www.rulistings.com/Books,Medical Sociology  13th edition,30,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/d9f460a8-a7d8-4ba2-a445-7dece2a44680_1536026288963thumb.jpg
408,1543863142-1421,https://www.rulistings.com/Books,Management Skills 2nd edition,37,New condition,
409,1543863142-2562,https://www.rulistings.com/Books,Essentials of Oceanography 10th edition 10th edition,40,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/91aee33d-f2c3-4202-8aae-ff65887c49e8_1536109317593thumb.jpg
410,1543863142-1625,https://www.rulistings.com/Books,Basic Comp: Points of Departure 3rd edition  (sold) 3rd edition,58,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/b18a29b6-fefb-4f20-bb7b-2817d3bda9f1_1536518279623thumb.jpg
411,1543863142-1584,https://www.rulistings.com/Books,Introduction to Management 1st edition,1,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/e0779fdb-0db4-4cf1-bb87-1bc4f8b48a3f_1527828978820thumb.jpg
412,1543863142-1751,https://www.rulistings.com/Books,Calculus I 6th edition,115,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/2cf11701-ea03-413a-950f-d77e60b6139e_1504209144295thumb.jpg
413,1543863142-2485,https://www.rulistings.com/Books,Keys For Writers - With Assignment Guides 7 7th edition,85,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/9571daa5-ab6c-4123-89b9-7d93fb59ce65_1514525877045thumb.jpg
414,1543863142-2884,https://www.rulistings.com/Books,"Writing for Business and Professions, Macroeconomics, History of Rock and Culture, History of Holocaust  1st edition",25,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/a44b5e68-12d4-4fcb-b4a7-d580dc048a38_1502029396676thumb.jpg
415,1543863142-1914,https://www.rulistings.com/Books,Medical Sociology 12th edition,140,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/b493f3df-f8bc-4be8-8e6e-ec085747ebe2_1505578125896thumb.jpg
416,1543863142-2008,https://www.rulistings.com/Books,The Pocket Wadsworth Handbook 6th edition,120,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/5956601e-5b4f-4e10-a791-3d62acd71019_1536122339895thumb.jpg
417,1543863142-2455,https://www.rulistings.com/Books,The Classic Fairy Tales 1st edition,150,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/574153c1-bed3-4b28-bd78-1d2a66034f0f_1516212044545thumb.jpg
418,1543863142-2575,https://www.rulistings.com/Books,Management Skills Team Handbook 1st edition,5,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/dd5ce39a-de56-4eb1-85bc-d94b90bb3e68_1535089412341thumb.jpg
419,1543863142-2763,https://www.rulistings.com/Books,Algebra 1st edition,65,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/95b15dd4-167e-40e9-9377-2da04cfaef7a_1505763410410thumb.jpg
420,1543863142-2039,https://www.rulistings.com/Books,The State of Democratic Theory 1st edition,55,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/aafb6c11-cf51-47ea-8cbd-2a7f3d980f18_1519605393979thumb.jpg
421,1543863142-2330,https://www.rulistings.com/Books,"The Gender, Culture, and Power Reader 1st edition",130,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/f61db5c2-3070-4e74-8131-4e0dd408d2b2_1513753820781thumb.jpg
422,1543863142-1729,https://www.rulistings.com/Books,Practice Problems Workbook for Engineering Mechanics Statics 14th edition,115,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/541943e6-860c-4df3-b4aa-f728b73c939a_1516427019835thumb.jpg
423,1543863142-2608,https://www.rulistings.com/Books,Abstract Algebra 3rd edition,60,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/722cf3a0-8066-4484-9faa-73df610e05ab_1527870452678thumb.jpg
424,1543863142-2461,https://www.rulistings.com/Books,Organic Chemistry 1 & 2 7th edition,150,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/777f0ec3-cd43-4de1-8042-a9e3b58b6f83_1505577987204thumb.jpg
425,1543863142-1463,https://www.rulistings.com/Books,Principles of Supply Chain Management: A Balanced Approach 3rd edition,90,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/c4941cc6-d217-42e2-84e7-31c952331eaf_1536296313918thumb.jpg
426,1543863142-2198,https://www.rulistings.com/Books,Microeconomics  18th edition,100,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/69eb3b7c-5bb1-4f2d-8ad9-4d3e8b8c4073_1503690931193thumb.jpg
427,1543863142-2826,https://www.rulistings.com/Books,Management Skills Green Title Abridged Edition Fall 2017 2nd edition,37,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/6f179b41-729f-4a35-970d-b9f33b29f497_1504564600443thumb.jpg
428,1543863142-1876,https://www.rulistings.com/Books,The cosmic perspective fundamentals  1st edition,85,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/89af4c84-0af5-4148-bbf9-b709eab29ef7_1516385381546thumb.jpg
429,1543863142-2436,https://www.rulistings.com/Books,Sea Change: The Rise and Fall of Sea Level and the Jersey Shore (Custom Rutgers Edition) 13th edition 13th edition,"1,280",Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/583f3da1-00de-4501-88e7-9deb669703c6_1516046443649thumb.jpg
430,1543863142-2536,https://www.rulistings.com/Books,Gen Physics 1 and 2 Textbook 9th edition,20,Like New condition,https://www.rulistings.com/Content/PlaceholderIcons/book_placeholder.png
431,1543863142-2183,https://www.rulistings.com/Books,Doing Philosophy 4th edition,140,New condition,https://rulistingsprod.blob.core.windows.net/rutgers/f7c7832d-22db-43a1-9240-7e686bc64ddb_1531846492620thumb.jpg
432,1543863142-2118,https://www.rulistings.com/Books,Rogawski Calculus Early Transcendentals  2nd edition,10,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/e12bcde4-9328-4581-a11d-85186d001841_1530920157110thumb.jpg
433,1543863142-2473,https://www.rulistings.com/Books,"Aproximacioned al estudio de la literatura hispanica, ISBN: 9780073385372  7th edition",6,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/a0bcd07d-ac69-42f4-977e-374f31e5dedd_1501177730582thumb.jpg
434,1543863142-1581,https://www.rulistings.com/Books,MACROECONOMICS (sheflin book) 1st edition,20,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/5ba2513e-92c7-4d57-a86f-cb47ba6d445a_1516393007013thumb.jpg
435,1543863142-1949,https://www.rulistings.com/Books,Business &Society (A strategic approach to social responsibility & ethics)  4th edition,1,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/8194a794-beb8-4741-bd1e-b7cf1f17e4e9_1527829520215thumb.jpg
436,1543863142-1965,https://www.rulistings.com/Books,"Scientific and Technical Writing Today, from Problem to proposal  2nd edition",37,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/c196c06a-5e2a-48ca-baf1-6cbbb0067076_1525538616793thumb.jpg
437,1543863142-2413,https://www.rulistings.com/Books,Several books 1st edition,140,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/cd3cbf78-a217-40ab-9692-00ecb2a089fd_1516385681400thumb.jpg
438,1543863142-2814,https://www.rulistings.com/Books,Statistics for Business and Economics 12th edition,"1,280",Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/57aa117b-1413-4753-8619-cc1e33a67c6b_1504711024358thumb.jpg
439,1543863142-2192,https://www.rulistings.com/Books,Health Education Creating Strategies For School and Community Health  4th edition,85,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/ba58d7bb-5df1-4943-b654-d1eccaec47d8_1536599636119thumb.jpg
440,1543863142-1768,https://www.rulistings.com/Books,Benson's Microbiological Applications 12th edition,150,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/8960d6a8-33d1-4c41-b5ea-c4bd2100c3a1_1536434115601thumb.jpg
441,1543863142-2185,https://www.rulistings.com/Books,Basic Comp: Points of Departure 3rd edition,90,Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/0cf1a03a-1845-4a26-a377-cd04ff8fd0da_1516756461224thumb.jpg
442,1543863142-1908,https://www.rulistings.com/Books,The Classic Fairy Tales 1st edition,60,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/a8b525dd-a732-4077-b2f0-cc56e2ca4e9e_1504574312666thumb.jpg
443,1543863142-2778,https://www.rulistings.com/Books,Several books 1st edition,115,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/29c44b07-4dd0-499e-bae7-7e0e8349fda2_1505155020201thumb.jpg
444,1543863142-2353,https://www.rulistings.com/Books,Introduction to International Relations: Enduring Questions & Contemporary Perspectives 1st edition,100,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/7c41924a-66f8-4db8-a41c-2467aeeb0ce7_1524783291422thumb.jpg
445,1543863142-2526,https://www.rulistings.com/Books,Critical Thinking: An Introduction 2nd edition,37,Very Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/188a12a0-a1f5-4404-97e3-59ed4a1b94d9_1515368862942thumb.jpg
446,1543863142-2359,https://www.rulistings.com/Books,Pharmaceutical Calculations  15th edition,115,Acceptable condition,https://rulistingsprod.blob.core.windows.net/rutgers/64d5385d-d650-435f-bf69-13b9ec3f488c_1530920099828thumb.jpg
447,1543863142-1660,https://www.rulistings.com/Books,"Meaning and Arugment, An Introduction to Logic Through Language 2nd edition","1,280",Like New condition,https://rulistingsprod.blob.core.windows.net/rutgers/d5514f65-92ac-4ea6-8ee3-eef8c8520437_1504891084075thumb.jpg
448,1543863142-1761,https://www.rulistings.com/Books,Management Skills 2nd edition,75,Good condition,https://rulistingsprod.blob.core.windows.net/rutgers/4cdb2d34-d256-43dd-8a2f-5ada816ff373_1504666130004thumb.jpg
